recipe_name,directions,category,nutrition,img_src,ingredients_parsed,tags,total_mins
Apple Hand Pies,"Melt butter in a large skillet over medium heat; let butter brown to a light golden color and smell toasted about 1 minute. Stir apples into hot butter; sprinkle with 1/4 cup white sugar brown sugar and salt. Cook and stir apple mixture until apples are softened about 5 minutes. Mix in cinnamon and water; continue cooking until apples are soft and sticky 1 to 2 more minutes. Spread apple filling onto a plate to cool.
Preheat the oven to 400 degrees F (200 degrees C). Line a baking sheet with a silicone mat or parchment paper.
Form a dough piece into a ball place on a floured work surface and roll into a circle about 8 inches in diameter. Spoon 1/3 to 1/2 cup apple filling in the center. Fold dough over filling leaving about 1 inch of dough on the bottom side visible below the top side. Gently press dough closed around filling using your fingertips.
Fold the overhanging bottom part of dough up over the top edge working your way around the crust and pinch the overhang tightly to the top part of the crust.
Crimp the edge tightly closed pinching a little bit of dough with the thumb and forefinger of one hand and using your index finger on the other hand to push a small notch into the pinched dough. Continue pinching and notching all the way around until crust is tightly crimped together. Repeat with remaining dough and filling. Transfer pies onto prepared baking sheet.
Whisk egg with milk in a small bowl until thoroughly combined. Brush top of each hand pie with egg mixture and sprinkle with about 1/4 teaspoon white sugar. Cut 3 small vent holes in the top of each pie.
Bake in the preheated oven until pies are golden brown and filling is bubbling 25 to 30 minutes. Let cool for at least 15 minutes before serving.











Dotdash Meredith Food Studios
",Desserts,"Total Fat: 42.0, Saturated Fat: 13.0, Total Carbohydrate: 82.0, Dietary Fiber: 6.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/euXNMeXiywj4v6L_dLhpSqwsN0g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/234374-apple-hand-pies-mfs-1-8458cf2b0e764a7ab31c2d6aa0e3e841.jpg,quantity: 2.0 unit: piece ingredient: large green apples - peeled quantity: 30 unit: g ingredient: brown sugar quantity: 52 unit: g ingredient: white sugar quantity: 1 unit: g ingredient: salt quantity: 8 unit: g ingredient: ground cinnamon quantity: 5 unit: g ingredient: water quantity: 450 unit: g ingredient: prepared pie dough quantity: 1.0 unit: piece ingredient: egg quantity: 10 unit: g ingredient: milk quantity: 5 unit: g ingredient: white sugar,"apple, brown sugar, butter, cinnamon, egg, milk, pie dough, salt, sugar, water",75
Amazing Apple Butter,"Combine apples and apple juice in a stockpot; bring to a boil. Reduce heat and cook at a simmer until apples are soft and mushy 20 to 30 minutes.
Spoon apples into a food mill and process into puree while discarding the cores and peels remaining in the mill. Transfer process apples to a slow cooker.
Cook on High with the lid off until the moisture evaporates and the volume reduces by about half overnight to 24 hours.
Stir sugar apple cider vinegar cinnamon cloves and allspice through the apple puree.
Continue cooking on High until mixture mounds on a chilled plate without any water separating from the edges another 2 to 6 hours.
Sterilize the jars and lids in boiling water for at least 5 minutes. Pack the apple butter into the hot sterilized jars filling the jars to within 1/4 inch of the top. Run a knife or a thin spatula around the insides of the jars after they have been filled to remove any air bubbles. Wipe the rims of the jars with a moist paper towel to remove any food residue. Top with lids and screw on rings.
Place a rack in the bottom of a large stockpot and fill halfway with water. Bring to a boil and lower jars into the boiling water using a holder. Leave a 2-inch space between the jars. Pour in more boiling water if necessary to bring the water level to at least 1 inch above the tops of the jars. Bring the water to a rolling boil cover the pot and process 5 to 10 minutes.
Remove the jars from the stockpot and place onto a cloth-covered or wood surface several inches apart until cool. Once cool press the top of each lid with a finger ensuring that the seal is tight (lid does not move up or down at all). Store in a cool dark area.",Side Dish,"Total Fat: 0.0, Saturated Fat: 0, Total Carbohydrate: 20.0, Dietary Fiber: 2.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/x6vOON48-nGa1EFyDtv3yP_-yNE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4097964-91fe5b73052648c7a2dad2ee8283ad23.jpg,quantity: 960 unit: ml ingredient: unsweetened apple juice quantity: 210 unit: g ingredient: white sugar quantity: 15 unit: g ingredient: apple cider vinegar quantity: 8 unit: g ingredient: ground cinnamon quantity: 2 unit: g ingredient: ground cloves quantity: 2 unit: g ingredient: ground allspice quantity: 6.0 unit: piece ingredient: half -pint canning jars with lids and rings,"allspice, apple, apple cider, apple cider vinegar, apple juice, cinnamon, juice, sugar, vinegar",640
Easy Apple Cinnamon Muffins,"Preheat the oven to 400 degrees F (200 degrees C). Grease 6 large muffin cups or line with paper muffin liners.
Make muffins: Stir together flour sugar baking powder cinnamon and salt in a large bowl. Mix in egg oil and milk. Fold in chopped apples. Spoon batter into the prepared muffin cups filling just below the rim.
Make topping: Place sugar butter flour and cinnamon into a small bowl; mash mixture with a fork and sprinkle over unbaked muffins.
Bake in the preheated oven until a toothpick inserted into the center of a muffin comes out clean 20 to 25 minutes.











Kelly McCulley
",Bread,"Total Fat: 29.0, Saturated Fat: 12.0, Total Carbohydrate: 79.0, Dietary Fiber: 3.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/KJ3htdTnxZsf9tSvbqILDsqeSaI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5907258-easy-apple-cinnamon-muffins-Kelly-McCulley-1x1-1-b3c6941ddef3499bafc0399c022ac08f.jpg,quantity: 158 unit: g ingredient: white sugar quantity: 10 unit: g ingredient: baking powder quantity: 5 unit: g ingredient: ground cinnamon quantity: 2 unit: g ingredient: salt quantity: 1.0 unit: piece ingredient: egg quantity: 79 unit: ml ingredient: vegetable oil quantity: 79 unit: ml ingredient: milk quantity: 2.0 unit: piece ingredient: apples - peeled,"apple, baking powder, cinnamon, egg, flour, milk, oil, salt, sugar, vegetable oil",45
Debbies Amazing Apple Bread,"Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x5-inch loaf pan.
Beat eggs sugar vegetable oil and vanilla extract in a mixing bowl; stir in apples.
Mix flour salt baking powder and cinnamon in a separate bowl; add to apple mixture and stir just until evenly combined. Pour batter into the prepared loaf pan.
Bake in the preheated oven for 45 minutes. Cover loaf pan with aluminum foil; continue baking until a toothpick inserted into the center comes out clean about 15 minutes more. Cool in the pan for 10 minutes before removing to cool completely on a wire rack.











Aaron Brown
",Bread,"Total Fat: 12.0, Saturated Fat: 2.0, Total Carbohydrate: 63.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/scNfqqIpDtfCcaFQIjsvzmxCSV0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4580871_Debbies-Amazing-Apple-Bread-1x1-1-3f46182021ab4a889b86f7dac9c1c9fb.jpg,quantity: 420 unit: g ingredient: white sugar quantity: 120 unit: ml ingredient: vegetable oil quantity: 10 unit: g ingredient: vanilla extract quantity: 480 unit: ml ingredient: apples quantity: 256 unit: g ingredient: all-purpose flour quantity: 8 unit: g ingredient: salt quantity: 5 unit: g ingredient: baking powder quantity: 2 unit: g ingredient: ground cinnamon,"apple, baking powder, cinnamon, egg, flour, oil, salt, sugar, vanilla, vanilla extract, vegetable oil",75
Easy Apple Crisp with Pie Filling,"Preheat the oven to 350 degrees F (175 degrees C).
Spread pie filling in an 8x8-inch baking dish. Sprinkle with cinnamon and nutmeg.
Cream together margarine and sugar. Cut in flour with a pastry blender until the mixture resembles coarse crumbs. Sprinkle mixture over pie filling.
Bake in the preheated oven until the topping is brown and crisp and the filling is hot and bubbly about 20 minutes.",Desserts,"Total Fat: 31.0, Saturated Fat: 5.0, Total Carbohydrate: 67.0, Dietary Fiber: 2.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/bQ7QL-XFrgBwNMsa43zSyaX_xmM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7813774-acbbc3ca7c0f4caaa24f2d4c07b7b83f.jpg,quantity: 2 unit: g ingredient: ground cinnamon quantity: 2 unit: g ingredient: ground nutmeg quantity: 240 unit: ml ingredient: margarine quantity: 52 unit: g ingredient: brown sugar quantity: 256 unit: g ingredient: all-purpose flour,"apple, brown sugar, cinnamon, flour, margarine, nutmeg, sugar",30
Apple Strudel Muffins,"Preheat the oven to 375 degrees F (190 degrees C). Grease a 12-cup muffin pan.
Mix flour baking powder baking soda and salt in a medium bowl.
Beat together sugar butter and eggs in a large bowl until smooth. Mix in vanilla. Stir in apples then gradually blend in flour mixture. Spoon batter into the prepared muffin pan.
Make topping: Mix brown sugar flour and cinnamon in a small bowl. Cut in butter until mixture resembles coarse crumbs. Sprinkle over each muffin top.
Bake in the preheated oven until a toothpick inserted in the center of a muffin comes out clean about 20 minutes. Let sit 5 minutes before transferring muffins to a wire rack to cool.











Korona
",Bread,"Total Fat: 10.0, Saturated Fat: 6.0, Total Carbohydrate: 41.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/QTc6kTodu38CuuTDlcAz9XbueDA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1097944-apple-strudel-muffins-Korona-1x1-2-6710dec0aba7474a80c89f21a2059ebc.jpg,quantity: 5 unit: g ingredient: baking powder quantity: 2 unit: g ingredient: baking soda quantity: 2 unit: g ingredient: salt quantity: 210 unit: g ingredient: white sugar quantity: 114 unit: g ingredient: butter quantity: 2.0 unit: piece ingredient: large eggs quantity: 6 unit: g ingredient: vanilla quantity: 360 unit: ml ingredient: chopped apples,"apple, baking powder, baking soda, butter, egg, flour, salt, sugar, vanilla",45
Delicious Cinnamon Baked Apples,"Preheat the oven to 350 degrees F (175 degrees C). Grease a large baking dish with butter.
Mix brown sugar vanilla sugar cinnamon and nutmeg in a small bowl. Layer about 1/3 of the apples in the prepared baking dish; sprinkle with 1/3 of the sugar mixture. Repeat layers twice more.
Bake in preheated oven for 30 minutes. Pour water over apples and continue baking until tender about 15 minutes more.",Desserts,"Total Fat: 1.0, Saturated Fat: 1.0, Total Carbohydrate: 37.0, Dietary Fiber: 6.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/wYuZO3nEvxY6WgITCcHa78l2wlo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/228683-delicious-cinnamon-baked-apples-ddmfs-4X3-1428-9500d581c4ad4d74acc67e4f6c947326.jpg,quantity: 30 unit: g ingredient: brown sugar quantity: 15 unit: g ingredient: vanilla sugar quantity: 15 unit: g ingredient: ground cinnamon quantity: 5 unit: g ingredient: ground nutmeg quantity: 6.0 unit: piece ingredient: large apples - peeled quantity: 52 unit: g ingredient: water,"apple, brown sugar, butter, cinnamon, nutmeg, sugar, vanilla, water",60
Waldorf Salad,"Whisk together mayonnaise sugar lemon juice and salt in a serving bowl.
Stir in apples celery walnuts and raisins. Cover and chill in the refrigerator until ready to serve.",Salad,"Total Fat: 21.0, Saturated Fat: 3.0, Total Carbohydrate: 24.0, Dietary Fiber: 3.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/0-fRnnKLjtwxVaqh2PUbkiOTbVw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2180807_Waldorf-Salad-II-4x3-1-0d929166ff114b14a0e818e001e0dbe4.jpg,quantity: 15 unit: g ingredient: white sugar quantity: 5 unit: g ingredient: lemon juice quantity: 1 unit: g ingredient: salt quantity: 3.0 unit: piece ingredient: apples -- peeled quantity: 240 unit: ml ingredient: thinly sliced celery quantity: 120 unit: ml ingredient: chopped walnuts quantity: 120 unit: ml ingredient: raisins (Optional),"apple, celery, juice, lemon, lemon juice, mayonnaise, raisin, salt, sugar, walnut",20
Microwave Baked Apples,"Core apples leaving the bottom intact.
Mix brown sugar cinnamon and nutmeg together in a bowl. Spoon half of the sugar mixture into each apple and put 1 teaspoon butter on each top. Place apples in a deep microwave-safe casserole dish and cover.
Microwave until tender 3 1/2 to 4 minutes. Let apples sit for 2 minutes before serving.",Desserts,"Total Fat: 5.0, Saturated Fat: 3.0, Total Carbohydrate: 38.0, Dietary Fiber: 5.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/E47Pybnx85qaH0SwzBWxDfI-1bA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/204943-6414e6797a9649cf95f42f2a8d9bdf8f.jpg,quantity: 30 unit: g ingredient: brown sugar quantity: 5 unit: g ingredient: ground cinnamon quantity: 5 unit: g ingredient: ground nutmeg quantity: 10 unit: g ingredient: butter,"apple, brown sugar, butter, cinnamon, nutmeg, sugar",10
German Apple Pancake,"Combine eggs flour 1 tablespoon sugar baking powder and salt in a large bowl; gradually mix in milk stirring constantly. Add vanilla melted butter and 1/2 teaspoon nutmeg. Let batter stand for 30 minutes or overnight.
Preheat the oven to 425 degrees F (220 degrees C).
Melt butter in a 10-inch oven-proof skillet brushing butter up on the sides of the pan. Combine 1/4 cup sugar cinnamon and 1/2 teaspoon nutmeg in a small bowl; sprinkle sugar mixture over the butter. Line the pan with apple slices. Sprinkle the remaining 1/4 cup sugar over apples. Place pan over medium-high heat until the mixture bubbles then gently pour batter mixture over apples.
Bake in the preheated oven for 15 minutes. Reduce heat to 375 degrees F (190 degrees C) and bake for 10 minutes more. Slide pancake onto a serving platter and cut into wedges.",Breakfast and Brunch,"Total Fat: 24.0, Saturated Fat: 14.0, Total Carbohydrate: 52.0, Dietary Fiber: 2.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/wRdvoz3Rp6vDkHunWedNx9u8bRA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4089249-9dbaba86e56f4b08a91163b789e22594.jpg,quantity: 64 unit: g ingredient: unbleached all-purpose flour quantity: 15 unit: g ingredient: sugar quantity: 2 unit: g ingredient: baking powder quantity: 1 unit: g ingredient: salt quantity: 240 unit: ml ingredient: milk quantity: 5 unit: g ingredient: vanilla extract quantity: 30 unit: g ingredient: unsalted butter quantity: 2 unit: g ingredient: ground nutmeg quantity: 57 unit: g ingredient: unsalted butter quantity: 105 unit: g ingredient: white sugar quantity: 2 unit: g ingredient: ground cinnamon quantity: 2 unit: g ingredient: ground nutmeg quantity: 1.0 unit: piece ingredient: large tart apple - peeled,"apple, baking powder, butter, cinnamon, egg, flour, milk, nutmeg, salt, sugar, tart, vanilla, vanilla extract",75
Apple Cinnamon Oatmeal Muffins,"Preheat the oven to 400 degrees F (200 degrees C). Grease a 12-cup muffin pan or line with paper liners.
Make topping: Mix oats brown sugar melted butter and cinnamon in a small bowl; set aside.
Make muffins: Whisk together oats flour brown sugar cinnamon baking powder baking soda and salt in a large bowl. Whisk together applesauce milk oil egg and vanilla extract in a medium bowl. Stir applesauce mixture into flour mixture until all ingredients are moistened. Fold in chopped apple.
Spoon batter into the prepared muffin cups about 2/3 full; sprinkle oat topping mixture evenly over each muffin.
Bake in the preheated oven until a toothpick inserted near the center comes out clean about 15 minutes.",Bread,"Total Fat: 7.0, Saturated Fat: 2.0, Total Carbohydrate: 30.0, Dietary Fiber: 2.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/Z1fCttQsnpzd8a0Pv21ski6EZZg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Apple-Cinnamon-Oatmeal-Muffins-Robin-Brown-4x3-1-2000-ee969d1002f44d88a1dadbb4cefc2111.jpg,quantity: 15 unit: g ingredient: brown sugar quantity: 15 unit: g ingredient: melted butter quantity: 1 unit: g ingredient: ground cinnamon,"brown sugar, butter, cinnamon, oat, sugar",35
